,0\O 
1692\O ,"\O Good\Hin=गूद morning\Eng with\Eng this\Eng great\Eng thought\Eng ..\O make\Eng the\Eng most\Eng of\Eng it\Eng ...\O 🙏🙏\O 

Have\Eng a\Eng great\Eng week\Eng ...\O 👍\O https\Eng ://\O t\Eng .\O co\Hin=को /\O ntZWHHbAmM\Hin=Mत्ज़्व्हबम्म "\O 
1693\O ,\O Good\Eng night\Eng with\Eng fantastic\Eng match\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O cU7FkspV1g\Eng 
1694\O ,"\O Hey\Hin=है #\O DineshKarthik\Hin=दिनेश्तर्तिक 

Love\Hin=लव you\Hin=यूं yaar\Hin=यार 😀😀"\O 
1695\O ,"\O Bangladesh\Hin=बंगलादेश ki\Hin=की Maa\Hin=म्zआ behen\Hin=बहन karne\Hin=करने ke\Hin=क liye\Hin=लिये thanks\Hin=थान्क #\O DineshKarthik\Hin=दिनेश्तर्तिक 

😜😜\O 

#\O INDvBAN\Hin=इंद्वबन "\O 
1696\O ,"\O What\Eng a\Eng player\Eng #\O DineshKarthik\Hin=दिनेश्तर्तिक 

What\Eng a\Eng finish\Eng man\Eng ....\O 👍👍👍🙏🙏🙏\O 

Hats\Eng off\Eng ...\O 
#\O INDvBAN\Hin=इंद्वबन "\O 
1697\O ,"\O Whatever\Eng Rahul\Eng Gandhi\Eng is\Eng speaking\Eng ,\O 
Don't\Hin=डों'ट take\Eng him\Eng seriously\Eng 😜😜😜\O 

#\O CongressPlenarySession\Eng "\O 
1698\O ,"\O Congratulations\Eng HIT\Hin=हीत MAN\Hin=मान @\O ImRo45\Hin=इम्रो45 
For\Eng completing\Eng 7000\O runs\Eng in\Eng T20\Eng .\O 

YOU\Hin=यूं HAVE\Hin=हवे MORE\Hin=मोर TALENT\Hin=तलित THAN\Hin=थान KOHLI\Hin=कोहली and\Eng I\Eng mean\Eng it\Eng ..\O 👍👍\O 

Well\Eng played\Eng 
#\O INDvBAN\Hin=इंद्वबन "\O 
1699\O ,\O Last\Eng 24\O Hours\Eng =\O 19\O Followers\Eng and\Eng 6\O Unfollowers\Eng (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र app\Eng )\O 
1700\O ,"\O Sir\Eng according\Eng to\Eng you\Eng ,\O 
India\Eng is\Eng still\Eng living\Eng in\Eng 2002\O 😜😜😜\O 

#\O CongressPlenarySession\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O nl5AlJIyBi\Hin=न्ल्5अलजिईबी "\O 
1701\O ,"#\O TigerZindaHaiOnSonyMAX\Hin=टाइगरजिंदहाइयोन्संइनैक्स 
This\Eng scene\Eng MASHA\Hin=माशा ALLAH\Hin=अल्लाह ....\O 😌😌👍👍👍\O https\Eng ://\O t\Eng .\O co\Eng /\O EbgI2XeX4F\Eng "\O 
1702,"मोदीजी,\O 56\O इंच\O का\O सीना???\O 
कब\O बंद\O होगा\O ये?\O 

5\O civilians\Eng killed\Eng in\Eng Pakistani\Eng shelling\Eng in\Eng J\Eng &\O amp\Eng ;\O K's\Eng Balakote\Eng 
https\Eng ://\O t\Eng .\O co\Eng /\O 8hhrMHRM4w\Eng "\O 
1703\O ,\O RT\Eng @\O BeingSalmanKhan\Eng :\O Catch\Eng the\Eng World\Eng Television\Eng Premiere\Eng of\Eng Tiger\Eng Zinda\Hin=ज़िंदा Hai\Hin=हैं TODAY\Hin=तूडेय at\Eng 1\O PM\Eng on\Eng @\O SonyMAX\Eng #\O TigerOnSonyMAX\Eng .\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 0rZjoJ\Hin=0र्ज़्जोज …\O 
1704\O ,#\O TigerZindaHaiOnSonyMAX\Hin=टाइगरजिंदहाइयोन्संइनैक्स going\Eng to\Eng break\Eng all\Eng TRP\Eng records\Eng today\Eng ..\O 
1705\O ,"\O Watch\Hin=वाच NOW\Hin=नो 👇👇\O 

#\O TigerZindaHaiOnSonyMAX\Hin=टाइगरजिंदहाइयोन्संइनैक्स 

@\O BeingSalmanKhan\Hin=बेंग्सलमंखन @\O aliabbaszafar\Hin=अलाय्याब्बस्ज़फर "\O 
1706\O ,"#\O raid\Eng collected\Eng very\Eng good\Eng 13\O cr\Eng nett\Eng ..\O 
Sunday\Eng would\Eng cross\Eng above\Eng 15\O cr\Eng ..\O 

Solid\Eng trend\Eng ...\O 
Congrats\Hin=कांग्रतों @\O ajaydevgn\Hin=अजाआइदेव्ग्न "\O 
1707\O ,"#\O Raid\Eng had\Eng excellent\Eng growth\Eng yesterday\Eng .\O 
Strong\Hin=सत्रौंग WOM\Hin=वोम ..."\O 
1708\O ,"#\O HappyUgadi\Hin=हैप्प्युगड़ी guys\Hin=गुइ ...\O 

Celebrate\Eng this\Eng with\Eng love\Eng "\O 
1709\O ,"\O Good\Hin=गूद morning\Eng ...\O 

Happy\Hin=हैप्पी #\O GudiPadwa\Hin=गुडिपडवा to\Eng all\Eng who\Eng are\Eng celebrating\Eng it\Eng .\O 

Let's\Eng start\Eng a\Eng new\Eng year\Eng on\Eng a\Eng happy\Eng note\Eng ...\O be\Eng lov\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O JM1sN45P6g\Eng "\O 
1710\O ,"\O Happy\Hin=हैप्पी #\O Ugadi\Hin=उगड़ी to\Hin=तू my\Eng fans\Eng and\Eng friends\Eng from\Eng Andhra\Eng ...\O 

Let's\Eng celebrate\Eng peace\Eng and\Eng brother\Eng food\Eng ..."\O 
1711\O ,"\O Good\Eng night\Eng folks\Eng ....\O 

Today\Eng is\Eng Marathi\Hin=मराठी new\Eng year\Eng day\Eng ...\O 

Wishing\Eng all\Eng marathi\Hin=मराठी friends\Eng and\Eng fans\Eng a\Eng very\Eng happy\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O U775G9iGOx\Eng "\O 
1712,भाई\O कंगना\O तो\O सब\O की\O माँ\O बहन\O कर\O रही\O है?\O 
1713,सरकार\O ही\O हर\O चीज़\O गो\O गाली\O देने\O वाले\O https\Eng ://\O t\Eng .\O co\Eng /\O jCX0NOPIzC\Eng ने\O जब\O सारा\O देश\O केजरीवाल\O को\O गाली\O दे\O रहा\O है\O मजीठिया\O केस…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O lLSZs1KuGh\Hin=औल्स्ज़्स्1कुघ 
1714,😜😜😀😀😀\O spot\Eng on\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O PAmHVgXxpW\Hin=पम्ह्व्ग्क्स्क्स्पव् 
1715\O ,"\O Now\Eng days\Eng once\Eng one\Eng get\Eng into\Eng cricket\Eng team\Eng ...\O No\Eng matter\Eng how\Eng lukhha\Hin=लुख्ह you\Hin=यूं look\Hin=लुक ,\O you\Hin=यूं get\Eng a\Eng good\Eng girl\Eng to\Eng flirt\Eng and\Eng do\Eng .....…\O https\Eng ://\O t\Eng .\O co\Eng /\O 4IoItue7TG\Eng "\O 
1716\O ,"\O When\Eng I\Eng say\Eng I\Hin=इ am\Eng neutral\Eng on\Eng all\Eng fronts\Eng ..\O 

I\Eng mean\Eng it\Eng "\O 
1717,"28\O Followed\Eng ,\O 4\O Unfollowed\Eng me\Eng (\O monitored\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )"\O 
1718\O ,"#\O Raid\Eng collected\Eng decent\Eng 10\O cr\Eng nett\Eng on\Eng day\Eng 1.\O 

Today\Eng it'll\Eng show\Eng huge\Eng growth\Eng cos\Eng of\Eng word\Eng of\Eng mouth\Eng .."\O 
1719\O ,\O So\Hin=सो huge\Eng 59%\O think\Eng that\Eng @\O BeingSalmanKhan\Eng is\Eng the\Eng biggest\Eng star\Eng in\Eng India\Eng ...\O rest\Eng all\Eng Pani\Eng kam\Hin=काम chai\Hin=चाई in\Eng front\Eng of\Eng him\Eng ...…\O https\Eng ://\O t\Eng .\O co\Hin=को /\O ZBPbwAbFu7\Hin=ज्ब्प्ब्वाबफु7 
1720\O ,"\O Come\Hin=कौमअ on\Hin=ओं guys\Eng ...\O Vote\Hin=वोट more\Hin=मोर ..\O 
At\Eng least\Eng 5K\Eng votes\Eng ....\O Vote\Hin=वोट for\Hin=फॉर your\Eng favorite\Eng star\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O wvkgBgchlv\Hin=व्व्क्ग्ब्ग्च्ल्व "\O 
1721\O ,"\O Good\Hin=गूद morning\Eng all\Eng ...\O 
Don't\Hin=डों'ट be\Eng a\Eng chutiyaa\Hin=चुटिया like\Eng that\Eng 😜😜😜\O https\Eng ://\O t\Eng .\O co\Eng /\O rP7U22Ng3D\Eng "\O 
1722,"😀😀😀😀\O 

Good\Hin=गूद morning\Hin=मोरनिंग mitron\Eng https\Eng ://\O t\Eng .\O co\Eng /\O AxY2SVXevz\Eng "\O 
1723\O ,"\O Good\Eng night\Eng laundo\Eng ...\O 
Have\Eng a\Eng peaceful\Eng night\Eng ....🙏🙏🙏❤\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 7rxjqc7Mpk\Eng "\O 
1724\O ,\O RT\Hin=अर्त @\O anuraagmuskaan\Hin=अनुराग्मुस्कान :\O मजीठिया\O से\O माफ़ी\O मांगने\O पर\O भगवंत\O मान\O ने\O पार्टी\O अध्यक्ष\O पद\O से\O इस्तीफ़ा\O दे\O दिया\O है\O मतलब\O ये\O की\O एक\O कॉमेडियन\O राजनीति\O में\O आकर…\O 
1725\O ,\O Gained\Eng 27\O followers\Eng and\Eng lost\Eng 7\O (\O stats\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )\O 
1726\O ,"\O BREAKING\Hin=ब्रेअकिंग :-\O 

Kejriwal\Eng apologized\Eng to\Eng me\Hin=मे for\Eng being\Eng CM\Eng of\Eng Delhi\Eng 😜😜😜😜"\O 
1727\O ,\O Tu\Hin=तू side\Hin=साइड me\Hin=मे ho\Hin=ह ja\Hin=जा pahale\Hin=पहले ...\O https\Eng ://\O t\Eng .\O co\Hin=को /\O lv1pvTvLks\Hin=ल्व्1प्व्त्वौक 
1728\O ,"\O I\Eng don't\Eng know\Eng but\Eng I\Eng have\Eng started\Eng admiring\Eng Kapil\Eng Mishra\Eng because\Eng of\Eng his\Eng honest\Eng stance\Eng on\Eng AAP\Hin=आअप् politics\Eng ...\O 

@\O KapilMishra\Hin=कपिलमेशरा _\O IND\Hin=इन्द "\O 
1729\O ,"\O RT\Eng @\O AskAnshul\Hin=अस्कंशूल :\O First\Hin=फर्स्ट ,\O Arvind\Hin=अरविंद Kejriwal\Eng apologized\Eng to\Eng Nitin\Hin=नितिन Gadkari\Eng .\O Then\Hin=ठें ,\O Avtar\Hin=अवतार Singh\Eng and\Eng Now\Eng ,\O Bikram\Eng Majithia\Hin=मजितिया .\O And\Eng ,\O Second\Eng lawyer\Eng of\Eng Kejriw\Eng …"\O 
1730\O ,"\O RT\Eng @\O Shehzad\Hin=शहज़ाद _\O Ind\Eng :\O Congress\Eng short\Eng of\Eng votes\Eng to\Eng ensure\Eng ""\O secularist\Eng ""\O Kumar\Eng Ketkar\Hin=केतकार reaches\Eng Rajya\Eng Sabha\Eng (\O death\Eng of\Eng Patangrao\Eng ,\O etc\Eng )\O ""\O Secular\Eng ""\O Cong\Eng r\Eng …"\O 
1731,"2019\O Loksabha\Eng elections\Eng :\O 

BJP\Eng +\O RSS\Eng +\O REPUBLIC\Hin=रेपब्लिक TV\Hin=व +\O ZEE\Eng TV\Eng 
Vs\Eng 
Congress\Eng +\O Left\Eng +\O BSP\Eng +\O SP\Eng +\O TDP\Eng +\O RJD\Eng +\O Shiv\Eng Sena\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O WoVfsaNFkx\Hin=वोव्फ़सन्फ्क्क्स "\O 
1732\O ,"\O RT\Eng @\O KapilMishra\Hin=कपिलमेशरा _\O IND\Hin=इन्द :\O Dear\Eng @\O capt\Eng _\O amarinder\Hin=अमेरीन्दर -\O SIT\Hin=सिट shd\Eng check\Eng relation\Eng of\Eng Kejriwal\Hin=केजरिवल with\Eng drug\Eng dealers\Eng 

Ashish\Hin=आशिश Khetan\Hin=खहतन got\Eng evidences\Eng on\Eng Drug\Eng Mafi\Hin=मफ़ी …"\O 
1733\O ,"\O RT\Eng @\O KapilMishra\Hin=कपिलमेशरा _\O IND\Hin=इन्द :\O किसी\O की\O 56""की\O छाती\O 
किसी\O की\O 56""\O की\O जीभ\O https\Eng ://\O t\Eng .\O co\Eng /\O V3Nshy7phU\Hin=व्3Mश्य्7फू "\O 
1734\O ,"\O Bwahahhaaha\Hin=ब्वाहहाहा ....\O 
Ijjat\Hin=इज्जट uchhali\Hin=उछली ja\Hin=जा rahi\Hin=रही hai\Hin=हैं @\O ArvindKejriwal\Hin=अरविंड़केजरिवल ki\Hin=की ....\O Waise\Hin=वैसे thi\Hin=ती hi\Hin=ही kab\Eng 😜😜\O https\Eng ://\O t\Eng .\O co\Eng /\O 3Rf81hEF1g\Eng "\O 
1735\O ,"\O Hoping\Eng a\Eng speedy\Eng recovery\Eng for\Eng 
#\O IrrfanKhan\Eng ji\Eng ..\O 
I\Hin=इ know\Eng he\Eng wil\Eng come\Eng back\Eng stronger\Eng than\Eng ever\Eng before\Eng ...\O 

God\Hin=गोद bless\Hin=ब्लेस you\Hin=यूं sir\Hin=सिअर ..."\O 
1736,"वाह\O क्या\O बात\O कही\O है\O @\O ArvindKejriwal\Hin=अरविंड़केजरिवल के\O बारे\O में\O ....\O 
यही\O है\O असलियत\O इस\O नमक\O हराम\O नेता\O की...\O 
#बिक्रममजीठिया\O https\Eng ://\O t\Eng .\O co\Hin=को /\O BkHYgyhIEQ\Hin=बख्य्ग्यिएक़ "\O 
1737\O ,"\O RT\Eng @\O DrKumarVishwas\Eng :\O I\Eng hv\Hin=ह्व been\Eng regularly\Eng dropping\Eng my\Eng shows\Eng to\Eng attend\Eng several\Eng court\Eng hearings\Eng related\Eng to\Eng 2013,\O 14\O and\Eng 15\O poll\Eng campaign\Eng without\Eng …"\O 
1738\O ,\O RT\Eng @\O himmatshergill\Hin=हिम्मातशेरगिल :\O I\Eng had\Eng left\Eng my\Eng home\Eng seat\Eng of\Eng Mohali\Eng where\Eng i\Eng had\Eng got\Eng maximum\Eng votes\Eng in\Eng MP\Eng elections\Eng and\Eng fought\Eng against\Eng Bikram\Eng Majithia\Hin=मजितिया agai\Hin=अगाई …\O 
1739\O ,"\O RT\Eng @\O DrKumarVishwas\Eng :\O जिसको\O हम\O सबने\O ‘नज़रिया’\O समझा,\O 
उसने\O हम\O सब\O को\O बस\O ‘ज़रिया’\O समझा\O !👎😡\O A\Eng Real\Eng Insignificant\Eng Man\Eng "\O 
1740\O ,"\O Abe\Eng to\Eng pure\Eng vote\Eng Bachchan\Hin=बचचान sahab\Hin=साहब le\Hin=ल lete\Hin=लेटे 😀😀😀\O 
Isiliye\Hin=इसीलिए No\Hin=नो Bachchan\Eng ...\O https\Eng ://\O t\Eng .\O co\Eng /\O e6z0vUtLHn\Eng "\O 
1741\O ,"\O Let's\Eng have\Eng a\Eng poll\Eng ..\O 
Out\Eng of\Eng these\Eng ,\O 
WHO\Hin=वो IS\Hin=इस MOST\Hin=मोस्त् LOVED\Hin=लोवे STAR\Hin=स्तार IN\Hin=इन INDIA\Hin=इंडिया ?\O 😀😀👇👇"\O 
1742\O ,"\O RT\Eng @\O rameshlaus\Eng :\O At\Eng the\Eng end\Eng of\Eng 2\O weeks\Eng ,\O #\O BajrangiBhaijaanInChina\Hin=बाजरांगिभैजानिंचिना has\Eng crossed\Eng ₹\O 200\O Crs\Eng Gross\Eng and\Eng Total\Eng reaches\Eng $31.06\O Million\Eng [₹\O 201.74\O Crs\Eng ]…"\O 
1743\O ,"#\O SonuKeTituKiSweety\Hin=सोनुकेटिटुकाइअस्वीटी is\Hin=इस doing\Eng extraordinary\Eng business\Eng even\Eng after\Eng 3\O weeks\Eng that\Eng too\Eng on\Eng weekdays\Eng .\O 

Sure\Hin=सुर्य to\Eng cross\Eng 100\O cr\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 3L8StVuPmt\Hin=3ल्8स्त्वुप्म्त "\O 
1744\O ,"#\O TDPPullsOut\Eng 

TDP\Eng moving\Eng out\Eng of\Eng NDA\Eng won't\Eng create\Eng any\Eng issues\Eng for\Eng Modi\Eng .\O TDP\Eng Wil\Eng again\Eng come\Eng back\Eng with\Eng Modi\Eng post\Eng 2019..\O 

Mark\Eng this\Eng tweet\Eng ."\O 
1745\O ,"\O Whole\Eng world\Eng will\Eng laugh\Eng if\Eng people\Eng of\Eng Delhi\Eng still\Eng vote\Eng for\Hin=फॉर @\O ArvindKejriwal\Hin=अरविंड़केजरिवल 
Even\Eng after\Eng these\Eng series\Eng of\Eng serious\Eng chutiy\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O sLgR3h8eTO\Hin=स्लग्र्3अह्8एतों "\O 
1746\O ,"\O Good\Hin=गूद morning\Eng ...\O 

आज\O का\O ग्यान\O :-\O 

जिन्दगी\O में\O झुठ\O बोलो\O लेकिन\O केजरीवाल\O की\O तरह\O लोगों\O की\O भावनाओं\O के\O साथ\O खिलवाड़\O मत\O करो।…\O https\Eng ://\O t\Eng .\O co\Eng /\O RZbg832J5N\Eng "\O 
1747\O ,"\O Look\Eng at\Eng this\Eng ...\O 
Official\Eng party\Eng handles\Eng tweet\Eng then\Eng and\Eng now\Eng it's\Eng CM\Eng withdraw\Eng his\Eng comments\Eng ..\O 
Is\Hin=इस this\Eng some\Eng kind\Eng of\Eng jok\Eng …\O https\Eng ://\O t\Eng .\O co\Eng /\O qazg2zl05K\Eng "\O 
1748\O ,\O Good\Eng night\Eng laundo\Eng and\Hin=एंड laundiyon\Hin=लौँदियों ...\O This\Eng is\Eng dedicated\Eng to\Eng you\Hin=यूं guys\Eng ...\O 🙏🙏🙏😀😀❤\O https\Eng ://\O t\Eng .\O co\Eng /\O xzf5QnR5Ey\Eng 
1749\O ,\O RT\Eng @\O ippatel\Hin=इप्पटेल :\O AAP\Eng statement\Eng after\Eng #\O ArvindKejriwal's\Eng apology\Eng to\Eng Bikram\Hin=बिक्रम Majithia\Eng .\O https\Eng ://\O t\Eng .\O co\Eng /\O n0ewS2ek1t\Eng 
1750\O ,"\O RT\Eng @\O mssirsa\Eng :\O Congratulations\Eng @\O ArvindKejriwal\Hin=अरविंड़केजरिवल 
You\Hin=यूं are\Eng the\Eng first\Eng CM\Eng of\Eng India\Eng to\Eng BRAND\Hin=ब्रांड yourself\Hin=यर्सेल्फ a\Hin=आ “\O LIAR\Hin=ल्यार ”\O 

I\Eng ask\Eng Punjabis\Eng sitting\Eng in\Eng USA\Hin=उसा &\O amp\Eng ;\O Can\Eng …"\O 
1751\O ,"\O RT\Eng @\O SwamiGeetika\Hin=स्वामिगीटिका :\O @\O ArvindKejriwal\Hin=अरविंड़केजरिवल After\Eng Telling\Eng people\Eng of\Eng Punjab\Eng that\Eng Bikram\Eng Majithia\Eng would\Eng be\Eng in\Eng jail\Eng before\Eng April\Eng 15th\Eng ,\O CM\Eng Arvind\Hin=अरविंद Kejriwa\Hin=केजरिवा …"\O 
1752\O ,"#\O RAID\Eng 
One\Eng word\Eng review\Eng :-\O NAIL\Eng BITING\Hin=बिटिंग ...\O SUPERB\Eng 
rating\Eng -\O ⭐⭐⭐1/2\O 

Ajay\Eng acted\Eng really\Eng well\Eng along\Eng with\Eng all\Eng support\Eng cast\Eng .\O 

Go\Hin=गो for\Eng it\Eng ✔✔"\O 
1753\O ,"\O Bwahahhaaha\Hin=ब्वाहहाहा .....\O 

Poor\Hin=पूर aaptards\Hin=आYप्तर्ड्स ....\O Bikram\Hin=बिक्रम Majithia\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 0dDq0glkWl\Eng "\O 
1754\O ,"\O This\Eng would\Eng have\Eng happened\Eng even\Eng if\Eng AAP\Eng govt\Eng would\Eng have\Eng formed\Eng in\Eng Punjab\Eng ..\O .\O 
Where\Eng r\Hin=र aaptards\Hin=आYप्तर्ड्स ??\O https\Eng ://\O t\Eng .\O co\Hin=को /\O FkDbyCbvCq\Hin=फ्क्ड्बाइचब्व्च्क़ "\O 
1755\O ,"\O RT\Eng @\O ippatel\Hin=इप्पटेल :\O U\Hin=उ Turn\Hin=तुर्न master\Hin=मस्टर Kejriwal\Hin=केजरिवल has\Eng tendered\Eng an\Eng apology\Eng to\Eng Akali\Hin=अकली Leader\Hin=लैदर Bikram\Hin=बिक्रम Majithia\Eng for\Eng his\Eng allegations\Eng of\Eng running\Eng drug\Eng Racket\Eng ,\O aft\Eng …"\O 
1756,"21\O Followed\Eng ,\O 6\O Unfollowed\Eng me\Eng (\O monitored\Eng by\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O ZIgtIQhsJR\Hin=ज़िग्टीक़्स्ज्र )"\O 
1757,"इसको\O कहते\O है\O खुद\O के\O मुह\O पर\O थूकना\O 😀😀\O 

यही\O हाल\O DDCA\Eng केस\O में\O होने\O वाला\O है...\O 
आप्टर्डस\O ये\O देखो\O आपका\O नेता\O .....…\O https\Eng ://\O t\Eng .\O co\Eng /\O gN2HCZ70zB\Eng "\O 
1758\O ,"#\O HappyBirthdayAliaBhatt\Hin=हैप्पीबर्थ़ड्यालियाभट्ट 

Happy\Hin=हैप्पी birthday\Hin=बर्थ़ड्य to\Eng the\Eng coolest\Eng ,\O hottest\Eng ,\O talented\Eng ,\O ever\Eng green\Eng ,\O diva\Eng 

@\O aliaa08\Eng 🙏🙏🙏🙏"\O 
1759\O ,"\O This\Eng is\Eng say\Eng on\Hin=ओं ""\O DANKE\Hin=दन्के KI\Hin=की CHOT\Hin=चोट ""\O 

So\Hin=सो don't\Hin=डों'ट b\Hin=ब over\Eng smart\Eng ....\O ok\Eng ???\O https\Eng ://\O t\Eng .\O co\Eng /\O E1ofCq6E7I\Eng "\O 
1760\O ,"\O I\Eng am\Eng looking\Eng forward\Eng for\Eng #\O Raid\Eng 
The\Eng film\Eng looking\Eng awesome\Eng after\Eng #\O Drishyam\Hin=द्रिश्याम 

It\Eng will\Eng open\Eng good\Eng and\Eng do\Eng good\Eng .."\O 
1761\O ,"#\O Race3\Eng number\Eng ""\O Allah\Hin=अल्लाह Duhai\Hin=दुहाई hai\Hin=हैं ""\O will\Hin=विल be\Eng biggest\Eng blockbuster\Eng of\Eng 2018.\O 

The\Eng song\Eng shot\Eng as\Eng large\Eng scale\Eng .\O 

Remo\Eng does\Eng choreography\Eng best\Eng in\Eng India\Eng "\O 
1762\O ,"#\O Bajrangizbhaijaan\Hin=बाजरांगिज्भैजान is\Hin=इस doing\Eng superb\Eng business\Eng in\Eng China\Eng even\Eng after\Eng 3\O years\Eng .\O 

That's\Eng the\Eng stardom\Eng of\Eng @\O BeingSalmanKhan\Eng 

#\O Race3\Eng is\Eng next\Eng ...."\O 
1763,"भाई\O क्या\O बात\O कही\O है.....\O 
एकदम\O चाणक्य\O सत्य\O https\Eng ://\O t\Eng .\O co\Eng /\O QdybJ1kGQL\Eng "\O 
1764\O ,"\O Abe\Hin=अबे haramkhor\Hin=हर्मखर ,\O Sach\Hin=सच bola\Hin=बोला to\Hin=तू Kya\Hin=क्या chaatukaar\Hin=चाटुकार ho\Hin=ह Gaya\Hin=गया ...\O 

Zuth\Hin=ज़ुठ to\Hin=तू sabko\Hin=सबको pasand\Hin=पसंद hote\Hin=होते hai\Hin=हैं ...\O https\Eng ://\O t\Eng .\O co\Eng /\O P3cRSaE0gG\Eng "\O 
1765\O ,"\O Alia\Eng is\Eng next\Eng superstar\Eng actress\Eng of\Eng Bollywood\Eng .\O Extreme\Eng talent\Eng and\Eng awsome\Eng looks\Eng ...\O 
#\O Raazi\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O i9NrAdAmTx\Eng "\O 
1766\O ,\O The\Eng best\Eng thing\Eng happened\Eng to\Eng BJP\Eng after\Eng #\O Gorakhpur\Eng &\O amp\Eng ;\O #\O Phulpur\Eng loss\Eng is\Eng they\Eng got\Eng a\Eng warning\Eng regarding\Eng the\Eng upcoming\Eng allian\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O 4udqkpulBO\Hin=4उद्क़्कपुल्बो 
1767\O ,#\O Omerta\Eng is\Eng a\Eng film\Eng to\Eng glorify\Eng terrorist\Eng ?\O 
1768\O ,"\O Now\Eng congress\Eng and\Eng NCP\Eng Wil\Eng have\Eng alliance\Eng and\Eng both\Eng will\Eng try\Eng to\Eng have\Eng alliance\Eng with\Eng SP\Eng BSP\Eng RJD\Eng etc\Eng in\Eng 2019.\O 

All\Eng will\Eng ले…\O https\Eng ://\O t\Eng .\O co\Eng /\O 7avI1avkfL\Eng "\O 
1769\O ,\O BSP\Eng -\O SP\Eng alliance\Eng has\Eng given\Eng talk\Eng of\Eng gathbandhan\Hin=गतबंधन sarkar\Hin=सरकर in\Eng 2019\O but\Eng history\Eng proved\Eng that\Eng such\Eng govts\Eng never\Eng completed\Eng f\Eng …\O https\Eng ://\O t\Eng .\O co\Hin=को /\O hXEJxbqaio\Eng 
1770,"हार\O का\O ठीकरा\O evm\Hin=ईव्म पे\O और\O जीत\O का\O अपने\O सर\O पे\O फोड़ने\O वालो,\O 
शुभ\O प्रभात\O ....\O 
💐💐\O 

लेकिन\O देश\O माफ़\O नहीं\O करेगा\O दोगला\O पन\O 😝😝"\O 
1771\O ,"\O Good\Eng night\Eng guys\Eng ....\O 😀😀😀😀\O 
Have\Eng a\Eng cool\Eng night\Eng https\Eng ://\O t\Eng .\O co\Eng /\O 67Po4VQlyj\Eng "\O 
1772\O ,\O RT\Eng @\O biki\Eng _\O goodboy\Hin=गूडबॉय् :\O @\O KamalRKaan\Hin=कमल्रकान https\Eng ://\O t\Eng .\O co\Hin=को /\O RNNKx7lkUB\Hin=र्Mक्क्स्7लक़ूब 
1773\O ,"#\O ShilpaShinde\Hin=शिल्पषिंदे will\Eng soon\Eng star\Eng in\Eng A\Eng grad\Eng Bollywood\Eng film\Eng .\O 

Wait\Eng and\Eng watch\Eng ..."\O 
1774,"भक्तों\O को\O मानना\O पड़ेगा,\O 
हारने\O के\O बाद\O भी\O हार\O का\O ठीकरा\O EVM\Eng पर\O नहीं\O फोड़ते\O कांग्रेस्सियों,\O आपियों\O की\O तरह\O 👍👍👍👍\O 

#\O UPByPolls\Eng "\O 
1775\O ,"\O Any\Eng comments\Eng on\Eng #\O EVM\Eng sir\Eng ?\O 

Fake\Hin=फाके evm\Eng specialist\Eng @\O tehseenp\Eng 😜😜😜\O https\Eng ://\O t\Eng .\O co\Eng /\O Id33UjzQtV\Eng "\O 
1776\O ,\O Well\Eng said\Eng bro\Eng #\O UPByPoll\Eng https\Eng ://\O t\Eng .\O co\Eng /\O MzEWFNH2Yf\Eng 
1777\O ,"\O What\Eng a\Eng performance\Eng by\Eng @\O INCIndia\Eng 😀😀\O 

CC\Eng @\O OfficeOfRG\Hin=औफिसिओफ्र्Mग @\O tehseenp\Hin=तहसीईंप @\O mvadera\Eng 
#\O UPByPoll\Eng 
#\O RahulGandhi\Eng https\Eng ://\O t\Eng .\O co\Hin=को /\O krKavAAZ71\Hin=क्र्कवाज़्71 "\O 
1778,केजरीवाल\O ने\O अन्ना\O को\O मार\O दिया\O 😀😀\O https\Eng ://\O t\Eng .\O co\Eng /\O 0ScZ5fjR3U\Eng 
